prompt,command
"Create a temporary named pipe, feed it with the output of a long‑running command (e.g., tar), and simultaneously compute its MD5 checksum while writing the data to a file.",mkfifo /tmp/pipe && (tar -czf - /important/data > /tmp/pipe &) && tee /tmp/archive.tar.gz < /tmp/pipe | md5sum > /tmp/archive.tar.gz.md5 && rm /tmp/pipe
Extract the archive backup.tar.bz2 into the current directory,tar -xjvf backup.tar.bz2
"Identify all processes that have open file descriptors to deleted files, and list their PID, command, and the path of the deleted file.","lsof +L1 | awk 'NR>1 {print $2, $1, $9}'"
show hardware information,sudo lshw -short
List all loaded kernel modules,lsmod
Extract the first 3 columns of a tab‑separated file and save to cols.tsv,cut -f1-3 input.tsv > cols.tsv
"Create a weekly backup of /srv/data, excluding any .tmp files, compress with pigz, and rotate backups keeping only the last 4 weeks.","#!/usr/bin/env bash
backup_dir=/backup
week=$(date +%Y-%V)
mkdir -p ""$backup_dir""
find /srv/data -type f ! -name ""*.tmp"" -print0 | \
  tar --null -cvf - --files-from=- | pigz > ""$backup_dir/data_backup_${week}.tar.gz""
# Rotate
ls -1t ""$backup_dir""/data_backup_*.tar.gz | tail -n +5 | xargs -d '\n' rm -v"
"Change the ownership of ""project/"" to user ""devuser"" and group ""developers"" recursively",sudo chown -R devuser:developers project/
Generate a SHA‑256 checksum of the file iso_image.iso and save it to iso_image.sha256.,sha256sum iso_image.iso > iso_image.sha256
"Set the variable MYVAR to ""hello"" for the current shell session",export MYVAR=hello
"Save the first three octets of the host name's IP address to variable ""subnet""","subnet=$(hostname -i | cut -d. -f1,2,3)"
show wireless network information,iwconfig
Show size of directory,"du -sh node_modules/
312M    node_modules/"
Show the current mouse cursor position using xdotool (X11),xdotool getmouselocation
Create a temporary file securely and print its name.,tempfile=$(mktemp) && echo $tempfile
Print the last 10 commands in history,history | tail
"Combine the contents of fileA.txt and fileB.txt into combined.txt, removing duplicate lines",cat fileA.txt fileB.txt | sort -u > combined.txt
"Create a user called ""devuser"" with a home directory and default shell ""/bin/bash"".",sudo useradd -m -s /bin/bash devuser
list available timezones,timedatectl list-timezones
create a tar ball of current directory,tar cvf - `find . -print` > backup.tar
Copy a file named 'file.txt' to a directory named 'example',cp file.txt example/
Display the LVM volume group status,vgdisplay vg_example
"List all processes owned by root that have open network sockets in the LISTEN state, showing PID, command, and listening port.","ss -ltnp | awk '/LISTEN/ && /root/ {split($5, a, "":""); printf ""%s %s %s\n"", $6, $7, a[2]}'"
Create a symbolic link named latest.log pointing to /var/log/app/log_2023_09_01.log.,ln -s /var/log/app/log_2023_09_01.log latest.log
Extract the contents of a zip archive named 'docs.zip',unzip docs.zip
split tmux pane vertically,tmux split-window -v
Revert the changes made in the last commit,git revert HEAD
Calculate the SHA‑256 checksum of archive.zip and save it to archive.sha256.,sha256sum archive.zip > archive.sha256
"Extract only the ""src"" directory from archive source.tar.gz into the current directory.",tar -xzpf source.tar.gz src
show Kubernetes persistent volumes,kubectl get pv
create a systemd service file myservice,"sudo tee /etc/systemd/system/myservice.service << EOF
[Unit]
Description=My Service
[Service]
ExecStart=/usr/local/bin/myapp
[Install]
WantedBy=multi-user.target
EOF"
Replace all occurrences of 'old' with 'new' in a file named 'example.txt',sed 's/old/new/g' example.txt
DNS lookup of the current host,nslookup `hostname`
"Recursively finds strings with 'word-1' or 'word-2' in any file under 'directory-path', following symlinks, and prints found strings.","egrep -R ""word-1|word-2” directory-path"
Delete a group,groupdel groupname
print the nth line of a file,sed -n '5p' file.txt
"Write a command that prints the current kernel version, the number of loaded kernel modules, and the total memory in GB, all on one line separated by commas.","echo ""$(uname -r),$(lsmod | wc -l),$(free -g | awk '/^Mem:/ {print $2}')GB"""
add a disk /dev/sdb to LVM,sudo pvcreate /dev/sdb
"Monitor a directory for newly created .csv files, and for each new file, extract columns 2 and 5, convert them to JSON objects, and POST them to a REST endpoint using curl.","#!/usr/bin/env bash
inotifywait -m -e create --format ""%w%f"" /data/incoming |\
  while read -r file; do
    [[ ""$file"" == *.csv ]] || continue
    tail -n +2 ""$file"" |\
      awk -F',' '{printf ""{\""col2\"": \""%s\"", \""col5\"": \""%s\""}\n"", $2, $5}' |\
      curl -s -X POST -H ""Content-Type: application/json"" -d @- https://api.example.com/ingest
  done"
"Using sed, replace all occurrences of the placeholder {{VERSION}} in all *.conf files under /etc/myapp with the output of git describe --tags, and create a backup of each original file with .bak extension.","ver=$(git -C /etc/myapp describe --tags --always)
find /etc/myapp -type f -name ""*.conf"" -exec sh -c 'cp ""$1"" ""$1.bak"" && sed -i ""s/{{VERSION}}/$ver/g"" ""$1""' _ {} \;"
"Create a new user called ""devuser"" with a home directory.",sudo useradd -m devuser
Ping a website 'example.com',ping example.com
create a tar archive folder/ without compression to archive.tar,tar -cf archive.tar folder/
Create a backup of the MySQL database named prod_db to prod_db.sql,mysqldump -u root -p prod_db > prod_db.sql
"Numerically sort file ""file.dat"" by the second word of each line and output from greatest value to least value","sort -nk 2,2 file.dat | tac"
"Change the ownership of the directory ""data"" recursively to user ""alice"" and group ""staff""",chown -R alice:staff data
"Search for the word ""ERROR"" (case‑insensitive) in all log files","grep -i ""ERROR"" *.log
app.log:2023-01-01 12:00:00 ERROR Failed to connect
server.log:2023-01-01 12:05:00 error Disk full"
find all locations of a command,whereis command_name
"Unzip ""file.gz"" to standard output and execute in bash with arguments ""-n wordpress""","gzip -d --stdout file.gz | bash -s -- ""-n wordpress localhost"""
"Using only Bash built‑ins and grep, count how many times each distinct IP address appears in the Apache access log /var/log/apache2/access.log, ignoring lines with status 404, and output the top 10 IPs.",grep -v ' 404 ' /var/log/apache2/access.log | grep -oE '^[0-9]+\.[0-9]+\.[0-9]+\.[0-9]+' | sort | uniq -c | sort -nr | head -10
"Using find and xargs, change the ownership of all .sh files under /opt/scripts to user ""devops"" and group ""admin"", but only if the file is executable by the owner.",find /opt/scripts -type f -name '*.sh' -perm -u=x -print0 | xargs -0 chown devops:admin
count the number of CPUs online,getconf _NPROCESSORS_ONLN
list all block devices with filesystem info,lsblk -f
follow HTTP redirects and show all responses,"curl -L -v YOUR_URL 2>&1 | grep -E ""^[<>] """
Show the current memory usage of the process with PID 5678.,pmap -x 5678 | tail -n 1
list Azure resource groups,az group list --output table
remove a package with apt,sudo apt remove YOUR_PACKAGE
Show the top 10 memory‑consuming processes,ps aux --sort=-%mem | head -n 11
"Left justify number each non-blank line in ""log.txt"" as input to ""sed ...""",nl -n ln log.txt | sed ...
"List all files and directories in the current folder, including hidden ones, in long format",ls -la
"Show the disk usage of the ""/var"" directory in human‑readable format.",du -sh /var
Show the size of the .git directory in a human‑readable format.,du -sh .git
Recursively compress every file in the current directory tree and keep the original file,gzip -kr .
"Split ""t.txt"" into files with at most 30000000 lines each and use a prefix ""t"" and numeric suffixes of length 2",split --lines=30000000 --numeric-suffixes --suffix-length=2 t.txt t
Schedule a command to run at 2 AM tomorrow using at,"echo ""/usr/local/bin/backup.sh"" | at 02:00 tomorrow"
run bash in screen and source a file before printing the prompt,screen bash --rcfile yourfile.rc
"Search recursively for all JSON files under /data, extract the field ""user.id"" using jq, count unique IDs, and output the top 3 most frequent IDs.","find /data -type f -name '*.json' -print0 | xargs -0 -n1 jq -r '.""user""?.""id""' 2>/dev/null | grep -v null | sort | uniq -c | sort -nr | head -3"
"Copy file or folder linked to by ""file"" to ""file""",cp -rf --remove-destination `readlink file` file
"Rename directory ""tmp"" to ""temp""",mv tmp temp
"Execute command ""tssh MYBOXES N"" where N ranges from 0 to 20",seq 0 20 | xargs -n1 tssh MYBOXES
"Save the filename and hash of the md5 sum of ""file"" to bash array ""md5""",md5=($(md5sum file))
find files not matching a pattern,"find . -not -name ""*.py"""
Print the last 10 commands in history,history | tail -10
"Create a new directory called ""backup""",mkdir backup
create an incremental backup with rsync from source/ to backup/,rsync -avz --delete source/ backup/
view system logs with journalctl,journalctl -xe
Enables shell options 'extglob' and 'progcomp',shopt -s extglob progcomp
Kill process using port 8080,kill $(lsof -t -i:8080)
Display the current date and time in ISO 8601 format.,date --iso-8601=seconds
create a network namespace,sudo ip netns add mynamespace
use tshark to capture packets on eth0,sudo tshark -i eth0
Display the size of the file bigfile.iso in a human‑readable format,ls -lh bigfile.iso | awk '{print $5}'
Change the group of a file named 'example.txt' to a group named 'staff',chgrp staff example.txt
Move all .log files from /var/log to /tmp/logs,mv /var/log/*.log /tmp/logs
docker list all containers including stopped,docker ps -a
remove a git alias,git config --global --unset alias.co
create a conda environment,conda create -n myenv python=3.9
Apply the most recent stash and drop it,git stash pop
show interrupt statistics,cat /proc/interrupts
Replace the first occurrence of 'apple' with 'orange' in each line of file fruits.txt,sed 's/apple/orange/' fruits.txt
show all environment variables,env
"Write a one-liner that lists the top 3 directories consuming the most disk space under /var, showing size in human readable form.",du -h --max-depth=1 /var | sort -hr | head -n 3
Display information about the system,uname -a
"Copy the standard output of a ""bash"" session to ""/var/log/bash.out.log""",bash | tee /var/log/bash.out.log
Show a tree view of the current directory up to depth 2.,tree -L 2 .
Upgrade all installed packages on an Ubuntu system (non‑interactive),sudo DEBIAN_FRONTEND=noninteractive apt-get upgrade -y
"Find all files under /etc that contain the string ""PasswordAuthentication no"" and replace it with ""PasswordAuthentication yes"" while preserving original file permissions and timestamps.","find /etc -type f -exec grep -Iq . {} \; -and -exec grep -l ""PasswordAuthentication no"" {} \; | while read f; do
  perm=$(stat -c %a ""$f"")
  ts=$(stat -c %y ""$f"")
  sed -i 's/PasswordAuthentication no/PasswordAuthentication yes/' ""$f""
  chmod $perm ""$f""
  touch -d ""$ts"" ""$f""
done"
"Extract the archive ""archive.zip"" into the current directory",unzip archive.zip
find files containing a specific string recursively,"grep -rl ""YOUR_STRING"" ."
Create a Bash one‑liner that prints the total number of lines of code (excluding blank lines and comments) in all *.py files under the current directory.,find . -name '*.py' -print0 | xargs -0 cat | grep -vE '^(\s*$|\s*#)' | wc -l
Print the 3rd column of data.csv assuming comma delimiter,"cut -d',' -f3 data.csv"
Change to the root directory,cd /
Create a tar archive of a directory named 'example',tar -cvf example.tar example/
Create a compressed zip archive of the docs folder named docs.zip,zip -r docs.zip docs/
show symbols in a binary ./myapp,nm ./myapp
"Print the first 3 columns of ""data.csv"" separated by tabs.","cut -d, -f1-3 data.csv | tr ',' '\t'"
find requests taking more than 5 seconds,awk '$NF > YOUR_THRESHOLD' YOUR_LOGFILE
"Search for the string ""ERROR"" in all log files under /var/log and show the matching lines with filenames.","grep -H ""ERROR"" /var/log/*.log"
"Add group write permission to all files and directories in the current directory including hidden files and excluding ""..""",chmod g+w $(ls -1a | grep -v '^..$')
generate a changelog from git,git log --oneline --no-merges v1.0..HEAD
List all Docker containers (running and stopped) with their names and status.,"docker ps -a --format ""{{.Names}}\t{{.Status}}"""
