prompt,command
Ping the host google.com 5 times and display only the summary statistics.,ping -c 5 google.com | tail -n 2
Display the routing table in a concise format.,ip route show
Create a new user called devuser with a home directory and default shell /bin/bash.,sudo useradd -m -s /bin/bash devuser
Add devuser to the sudo group.,sudo usermod -aG sudo devuser
Set the password for user devuser (interactive).,sudo passwd devuser
Find all empty files in /tmp and delete them.,find /tmp -type f -empty -delete
"Search recursively for the string ""TODO"" in all .c and .h files under src/, ignoring binary files.","grep -r --exclude-dir=.git -I ""TODO"" --include='*.c' --include='*.h' src/"
"Print the 5 most frequently occurring words in the file words.txt, ignoring case.",tr -cs '[:alnum:]' '\n' < words.txt | tr '[:upper:]' '[:lower:]' | sort | uniq -c | sort -nr | head -n 5
Create a symbolic link named latest.log pointing to /var/log/app/log_2023_09_01.log.,ln -s /var/log/app/log_2023_09_01.log latest.log
"Compress the file largefile.bin using xz with maximum compression, keeping the original file.",xz -9 -k largefile.bin
Extract only the file config.yaml from the archive settings.tar.gz into the current directory.,tar -xzvf settings.tar.gz config.yaml --strip-components=0
Display the calendar for March 2026.,cal 03 2026
Generate a random password of 16 characters using openssl.,openssl rand -base64 12 | cut -c1-16
List all listening TCP ports and the processes that own them.,sudo ss -tlnp
"Show the difference between two files, file1.txt and file2.txt, ignoring whitespace changes.",diff -w file1.txt file2.txt
"Combine the contents of all .log files in logs/ into a single file combined.log, preserving order by modification time.",cat $(ls -1t logs/*.log) > combined.log
Convert the line endings of file dosfile.txt from Windows (CRLF) to Unix (LF).,sed -i 's/\r$//' dosfile.txt
Schedule a cron job to run /usr/local/bin/backup.sh every day at 2 am.,"(crontab -l 2>/dev/null; echo ""0 2 * * * /usr/local/bin/backup.sh"") | crontab -"
Display the SHA256 checksum of the file iso_image.iso.,sha256sum iso_image.iso
Create a 1 GB file filled with zeros named zero.bin.,dd if=/dev/zero of=zero.bin bs=1M count=1024
Mount the ISO image disc.iso to /mnt/iso using a loop device (read‑only).,"sudo mount -o loop,ro disc.iso /mnt/iso"
List the most recent 10 git commits in a compact one‑line format.,git log --oneline -n 10
"Show the differences between the current branch and the remote master branch, limited to file names only.",git diff --name-only origin/master
Create a new git branch called feature/login and switch to it.,git checkout -b feature/login
Show the size of the .git directory in a human‑readable format.,du -sh .git
Find all duplicate files (by content) in the directory /data and list them.,fdupes -r /data
"Compress all .png images in the folder images/ to 80 % quality using ImageMagick, overwriting the originals.",mogrify -quality 80 images/*.png
Display the current date and time in ISO 8601 format with timezone.,"date -u +""%Y-%m-%dT%H:%M:%SZ"""
"Print the first 5 columns of the CSV file data.csv, assuming comma as delimiter.","cut -d',' -f1-5 data.csv"
Sort the file scores.txt numerically in descending order and save the result to sorted.txt.,sort -nr scores.txt > sorted.txt
"Count how many times the word ""failure"" appears in the log file system.log, case‑sensitive.","grep -o ""failure"" system.log | wc -l"
Create a Bash function named mkcd that creates a directory and immediately changes into it.,"mkcd() { mkdir -p ""$1"" && cd ""$1""; }"
Show the current Bash version.,bash --version
Print the first 100 characters of the string stored in the variable $LONG_TEXT.,"echo ""${LONG_TEXT}"" | cut -c1-100"
Start the Docker container named webapp in detached mode.,docker start -i webapp
Remove all stopped Docker containers.,docker container prune -f
Show the IP address of the Docker bridge network (docker0).,ip -4 addr show docker0 | grep -oP '(?<=inet\s)\d+(\.\d+){3}'
"List all files, including hidden ones, in the current directory.",ls -a
Show the first 10 lines of /var/log/syslog.,head -n 10 /var/log/syslog
Find all Python files recursively from the current directory.,"find . -type f -name ""*.py"""
"Count how many lines contain the word ""ERROR"" in logfile.txt.","grep -c ""ERROR"" logfile.txt"
Display disk usage of the /home directory in human‑readable format.,du -sh /home
Create a compressed tarball named backup.tar.gz of the directory /etc/configs.,tar -czf backup.tar.gz /etc/configs
Show a tree view of the current directory up to two levels deep.,tree -L 2 .
"Replace all occurrences of ""foo"" with ""bar"" in file.txt and edit the file in place.",sed -i 's/foo/bar/g' file.txt
List the 5 largest files in the /var/log directory.,find /var/log -type f -exec du -h {} + | sort -rh | head -n 5
Monitor real‑time changes to the system log file.,tail -F /var/log/syslog
"Extract only the ""config.yaml"" file from archive.tar.gz without extracting the whole archive.",tar -xzvf archive.tar.gz config.yaml --to-stdout > config.yaml
"Create a new user called ""devuser"" with a home directory and add it to the sudo group.",sudo useradd -m -G sudo devuser
List all open network ports and the processes using them.,sudo ss -tulnp
Find all files larger than 100 MB in /data and delete them after confirmation.,find /data -type f -size +100M -exec rm -i {} \;
"Show the last 20 lines of the output of the command ""dmesg"" as it updates.",dmesg --follow | tail -n 20
"Convert the PDF report.pdf to a series of PNG images, one per page.",convert -density 300 report.pdf report_page_%03d.png
Display the current kernel version.,uname -r
"Show the top 10 processes by CPU usage, updating every 2 seconds.",top -b -o +%CPU -n 1 | head -n 17
"Create a symbolic link named ""latest.log"" that points to the newest log file in /var/log/app/.",ln -s $(ls -t /var/log/app/*.log | head -n1) latest.log
Print the 3rd column of data.txt assuming it is comma‑separated.,"cut -d',' -f3 data.txt"
Show the IPv4 address of the eth0 interface.,ip -4 addr show dev eth0 | grep -oP '(?<=inet\s)\d+(\.\d+){3}'
Display the differences between file1.txt and file2.txt using side‑by‑side format.,sdiff -s file1.txt file2.txt
Show the amount of CPU time used by the current shell process.,ps -p $$ -o cputime=
"Search recursively for the string ""TODO"" in all source files and display the file name and line number.","grep -Rin ""TODO"" *.c *.h *.cpp"
Print the current working directory in bold text using ANSI escape codes.,"printf ""\e[1m$(pwd)\e[0m\n"""
Append the current timestamp to the end of log.txt each time the script runs.,date '+%Y-%m-%d %H:%M:%S' >> log.txt
"Show the last modified date of each file in the current directory, sorted newest first.",ls -lt --time-style=long-iso
"Replace spaces with underscores in all filenames within the folder ""photos"".","for f in photos/*\ *; do mv ""$f"" ""${f// /_}""; done"
Display a progress bar while copying a large file using pv.,pv large.iso > /dev/null
Show the total number of CPU cores available on the machine.,nproc
Print the first field of each line in data.tsv assuming tab separation.,cut -f1 data.tsv
"Set an environment variable MY_VAR to ""hello"" for the duration of a single command ""myprog"".",MY_VAR=hello myprog
Find all symbolic links in /usr/local/bin that are broken.,find /usr/local/bin -xtype l
Show the HTTP response headers for https://api.example.com/status.,curl -I https://api.example.com/status
Display the 5 most recent git commits in a compact format.,git log -5 --oneline
Convert all .wav files in the current directory to .mp3 at 192k bitrate using ffmpeg.,"for f in *.wav; do ffmpeg -i ""$f"" -b:a 192k ""${f%.wav}.mp3""; done"
Print the number of files and directories in the current folder separately.,"echo ""Files: $(find . -maxdepth 1 -type f | wc -l)"" && echo ""Directories: $(find . -maxdepth 1 -type d | wc -l)"""
"Lock the user account ""guest"" until 2026‑12‑31.",sudo usermod -e 2026-12-31 guest
Display the current shell's version information.,echo $BASH_VERSION
"Create a new git branch called ""feature-x"" and switch to it.",git checkout -b feature-x
"Show the total size of all .log files in /var/log, summarised in megabytes.",du -ch /var/log/*.log | grep total
"Run a command with a timeout of 30 seconds, killing it if it exceeds the limit.",timeout 30 my_long_running_command
Print the last 5 entries of the system journal for the ssh service.,journalctl -u ssh -n 5
Generate a SHA‑256 checksum for file.iso and save it to file.iso.sha256.,sha256sum file.iso > file.iso.sha256
"Find all lines in data.txt that do not contain the word ""skip"" and write them to filtered.txt.","grep -v ""skip"" data.txt > filtered.txt"
Create a 1 GB file filled with zeros named zero.bin using dd.,dd if=/dev/zero of=zero.bin bs=1M count=1024
Show a summary of CPU usage per core using mpstat.,mpstat -P ALL 1 1
Rename all .jpeg files to .jpg in the current directory.,"for f in *.jpeg; do mv ""$f"" ""${f%.jpeg}.jpg""; done"
"Print the environment variables that contain the string ""PATH"".",env | grep PATH
Schedule a one‑time system shutdown in 15 minutes.,sudo shutdown +15
Display the current clipboard contents using xclip (X11).,xclip -o -selection clipboard
"Find the process IDs of all running instances of ""python3"".",pgrep python3
"Show the number of lines, words, and characters in report.txt.",wc report.txt
"Compress a directory named ""project"" into a zip archive with maximum compression.",zip -9 -r project.zip project
List all active Bluetooth devices using bluetoothctl.,bluetoothctl devices
"Create a Bash function named greet that prints ""Hello, $1!""","greet() { echo ""Hello, $1!""; }"
Display the current timezone setting.,"timedatectl | grep ""Time zone"""
List all files in the current directory with detailed information,"ls -l
-rw-r--r-- 1 user staff  0 Mar 24 10:00 file1.txt
-rw-r--r-- 1 user staff 12 Mar 24 10:01 script.sh"
Show hidden files as well in a long listing,"ls -la
-rw-r--r--  1 user staff 0 Mar 24 10:00 .bashrc
-rw-r--r--  1 user staff 0 Mar 24 10:00 .profile
-rw-r--r--  1 user staff 0 Mar 24 10:00 file1.txt"
Show the last 20 lines of a file,"tail -n 20 /var/log/syslog
... (output omitted for brevity)"
"Search for the word 'ERROR' in a log file, case‑insensitive","grep -i ""error"" /var/log/syslog
Mar 24 10:05:12 hostname myapp[5678]: ERROR: Unable to connect to database"
Count how many times the string 'failed' appears in a file,"grep -o ""failed"" /var/log/auth.log | wc -l
42"
Find all *.conf files recursively from /etc,"find /etc -type f -name ""*.conf""
/etc/ssh/sshd_config
/etc/nginx/nginx.conf"
Show the total size of each subdirectory in the current folder,"du -sh */
bin	1.2G
lib	2.5G
tmp	512M"
Create a new directory named 'backup' and navigate into it,mkdir backup && cd backup
Copy all *.txt files from src/ to dest/ preserving attributes,cp -a src/*.txt dest/
